NetworkID,Genome,Subgroup
13912,KT264797,KT264797
13913,KT264797_-weight,KT264797_-weight
13914,KT264798,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13915,KT264798_-weight,KT264798_-weight
13916,KT264799,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13917,KT264799_-weight,KT264799_-weight
13918,KT264800,0_weird_MG945383_-weight
13919,KT264800_-weight,KT264800_-weight
13920,KT264801,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13921,KT264801_-weight,KT264800_-weight
13922,KT264802,KT264802
13923,KT264802_-weight,KT264802_-weight
13924,KT264803,KT264803
13925,KT264803_-weight,0_weird_MG945809_-weight
13926,KT264804,KT264804
13927,KT264804_-weight,KT264804
13928,KT264805,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13929,KT264805_-weight,0_weird_MG945809_-weight
13930,KT264806,KT264806
13931,KT264806_-weight,KT264806
13932,KT264807,KT264807
13933,KT264807_-weight,KT264807_-weight
13934,KT264808,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13935,KT264808_-weight,KT264808_-weight
13936,KT264809,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13937,KT264809_-weight,KT264809_-weight
13938,KT264810,KT264810
13939,KT264810_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13940,KT264811,KT264811
13941,KT264811_-weight,KT264811_-weight
13942,KT264812,KT264812
13943,KT264812_-weight,KT264812_-weight
13944,KT264813,KT264813
13945,KT264813_-weight,KT264813_-weight
13946,KT264813_weight,KT264813_weight
13947,KT264814,KT264814
13948,KT264814_-weight,KT264814_-weight
13949,KT264815,KM589511
13950,KT264815_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13951,KT264816,KT264816
13952,KT264816_-weight,KT264807
13953,KT264817,KT264816
13954,KT264817_-weight,KT264807
13955,KT264818,0_DRRF01000562_Methylophaga_sp._fragment_weight
13956,KT264818_-weight,Human_gut_21_019_weight
13957,KT264819,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13958,KT264819_-weight,Human_gut_21_019_weight
13959,KT264820,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13960,KT264820_-weight,KT264820_-weight
13961,KT264821,KT264821
13962,KT264821_-weight,KT264821_-weight
13963,KT264822,Human_gut_33_018_weight
13964,KT264822_-weight,Human_gut_33_018_weight
13965,KT264823,KT264823
13966,KT264823_-weight,KT264823_-weight
13967,KT264824,KT264823
13968,KT264824_-weight,KT264823_-weight
13969,KT264825,KT264823
13970,KT264825_-weight,KT264825_-weight
13971,KT264826,KT264826
13972,KT264826_-weight,KT264826
13973,KT264827,KT264827
13974,KT264827_-weight,KT264827_-weight
13975,KT264828,0_weird_MG945816_-weight
13976,KT264828_-weight,0_weird_MG945816_-weight
13977,KT264829,KT264806
13978,KT264829_-weight,0_SNQI01000012_Gramella_jeungdoensis_weight
13979,KT264830,KT264830
13980,KT264830_-weight,KT264830
13981,KT264831,KT264831
13982,KT264831_-weight,KT264831_-weight
13983,KT264832,KT264832
13984,KT264832_-weight,KT264832_-weight
13985,KT264833,KT264833
13986,KT264833_-weight,KT264833
13987,KT264834,KT264834
13988,KT264834_-weight,KT264834_-weight
13989,KT264835,KT264835
13990,KT264835_-weight,KT264835_-weight
13991,KX259455,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13992,KX259455_-weight,KX259455_-weight
13993,KX259456,KX259456
13994,KX259456_-weight,KX259456_-weight
13995,KX259457,KX259457
13996,KX259457_-weight,KX259457_-weight
13997,KX259458,KP087938
13998,KX259458_-weight,KX259458_-weight
13999,KX259459,KX259457
14000,KX259459_-weight,KX259457_-weight
14001,KX259460,KP087938
14002,KX259460_-weight,KX259460_-weight
14003,KX259462,KX259462
14004,KX259462_-weight,KX259462_-weight
14005,KX259463,KX259463
14006,KX259463_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
14007,KX259464,KX259464
14008,KX259464_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
14009,KX259465,KX259465
14010,KX259465_-weight,KX259465_-weight
14011,KX259466,KX259466
14012,KX259466_-weight,KX259466
14013,KX259467,KP087938
14014,KX259467_-weight,KX259467_-weight
14015,KX259468,KX259468
14016,KX259468_-weight,KX259468_-weight
14017,KX259469,0_DRRF01000562_Methylophaga_sp._fragment_weight
14018,KX259469_-weight,KX259469_-weight
14019,KX259470,KX259470
14020,KX259470_-weight,KX259470_-weight
14021,KX259471,KX259465
14022,KX259471_-weight,KX259471_-weight
14023,KX259472,0_Aravirinae_KM589504
14024,KX259472_-weight,KX259472_-weight
14025,KX259473,KP087938
14026,KX259473_-weight,KX259473_-weight
14027,KX259474,KP087938
14028,KX259474_-weight,KX259474_-weight
14029,KX259475,KX259468
14030,KX259475_-weight,KX259468_-weight
14031,KX259476,KX259466
14032,KX259476_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
14033,KX513864,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14034,KX513864_-weight,0_QAKY01000019_Lactobacillus_fermentum_weight
14035,KX513866,KX513866
14036,KX513866_-weight,KX513866
14037,KX513867,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14038,KX513867_-weight,Human_gut_21_019_weight
14039,KX513868,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14040,KX513868_-weight,0_weird_MG945383_-weight
14041,KX513869,KT264806
14042,KX513869_-weight,0_SNQI01000012_Gramella_jeungdoensis_weight
14043,KX513870,KX513866
14044,KX513870_-weight,KX513866
14045,KX513871,KX513871
14046,KX513871_-weight,KX513871
14047,KX513872,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14048,KX513872_-weight,Human_gut_21_019_weight
14049,KX513873,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14050,KX513873_-weight,KT264785
14051,KX513874,KX513874
14052,KX513874_-weight,KX513874
14053,KX513875,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
14054,KX513875_-weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
14055,KX513876,0_QAKY01000019_Lactobacillus_fermentum_weight
14056,KX513876_-weight,0_weird_MG945383_-weight
14057,KX513877,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14058,KX513877_-weight,0_weird_MG945383_-weight
14059,KX828610,0_DRRF01000562_Methylophaga_sp._fragment_weight
14060,KX828610_-weight,KX828610_-weight
14061,KY653237,0_Bullavirinae_NC_001420
14062,KY653237_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
14063,Kramna_0000_NODE_15_length_5913_cov_628.702458_weight,0_weird_MG945383_-weight
14064,Kramna_0000_NODE_16_length_5682_cov_6595.683313_weight,0_weird_MG945383_-weight
14065,Kramna_0554_NODE_25_length_5020_cov_1109.798389_weight,0_SNQI01000012_Gramella_jeungdoensis_weight
14066,Kramna_2380_NODE_3_length_6499_cov_384.096679_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
14067,Kramna_2837_NODE_11_length_5496_cov_359.516817_weight,Kramna_2837_NODE_11_length_5496_cov_359.516817_weight
14068,Kramna_3012_NODE_7_length_6606_cov_15326.724317_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
14069,Kramna_3133_NODE_9_length_5047_cov_5492.486579_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
14070,Kramna_5632_NODE_1_length_6337_cov_168.474371_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
14071,Kramna_6394_NODE_11_length_7371_cov_475.527064_weight,Human_gut_30_017_weight
14072,Kramna_6862_NODE_5_length_6208_cov_59.175524_weight,0_SNQI01000009_Gramella_jeungdoensis_weight
14073,Kramna_6862_NODE_6_length_5034_cov_351.604539_weight,KX513874
14074,Kramna_7381_NODE_12_length_5470_cov_1213.088089_weight,0_NFLA01000001_Erysipelatoclostridium_sp._An15_weight
14075,Kramna_7949_NODE_21_length_5715_cov_2103.430742_weight,Kramna_7949_NODE_21_length_5715_cov_2103.430742_weight
14076,Kramna_8050_NODE_24_length_5732_cov_3727.166461_weight,Kramna_8050_NODE_24_length_5732_cov_3727.166461_weight
14077,LSPY01000142,LSPY01000142
14078,LSPY01000142_-weight,LSPY01000142_-weight
14079,LSPZ01000286,LSPZ01000286
14080,LSPZ01000286_-weight,LSPZ01000286_-weight
14081,LSQA01000331,LSQA01000331
14082,LSQA01000331_-weight,LSQA01000331_-weight
14083,LT960607,0_Bullavirinae_NC_001420
14084,LT960607_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
14085,LT986678,Human_gut_30_017_weight
14086,LT986678_-weight,Human_gut_30_017_weight
14087,Lim_Twin_A1_NODE_160_length_5793_cov_1340.112778_weight,Kramna_8050_NODE_24_length_5732_cov_3727.166461_weight
14088,Lim_Twin_A1_NODE_168_length_5661_cov_58.311709_weight,Lim_Twin_A1_NODE_168_length_5661_cov_58.311709_weight
14089,Lim_Twin_A2_NODE_150_length_5953_cov_27.954171_weight,Lim_Twin_A2_NODE_150_length_5953_cov_27.954171_weight
14090,Lim_Twin_B1_NODE_22_length_5695_cov_85.225036_weight,Human_feces_B_023_weight
14091,Lim_Twin_C1_NODE_331_length_5610_cov_181.397775_weight,Lim_Twin_C1_NODE_331_length_5610_cov_181.397775_weight
14092,Lim_Twin_C1_NODE_363_length_5181_cov_108.596755_weight,Lim_Twin_C1_NODE_363_length_5181_cov_108.596755_weight
14093,Lim_Twin_C1_NODE_420_length_4469_cov_13.295025_weight,Lim_Twin_C1_NODE_420_length_4469_cov_13.295025_weight
14094,Lim_Twin_C2_NODE_297_length_4863_cov_5.619721_weight,Human_gut_33_018_weight
14095,Lim_Twin_D1_NODE_344_length_5732_cov_203.511686_weight,KT264799_-weight
14096,Lim_Twin_D1_NODE_352_length_5590_cov_662.274025_weight,Kramna_8050_NODE_24_length_5732_cov_3727.166461_weight
14097,Lim_Twin_D2_NODE_386_length_5979_cov_12.889269_weight,0_weird_MG945383_-weight
14098,Ly_CA12_ion_torrent_NODE_41_length_6047_cov_64.784379_weight,Human_feces_A_019_weight
14099,Ly_CA12_ion_torrent_NODE_56_length_5196_cov_16.079751_weight,Ly_CA12_ion_torrent_NODE_56_length_5196_cov_16.079751_weight
14100,Ly_CA13_ion_torrent_NODE_103_length_6554_cov_19.050623_weight,Ly_CA13_ion_torrent_NODE_103_length_6554_cov_19.050623_weight
14101,Ly_CA14_ion_torrent_NODE_116_length_6360_cov_582.684219_weight,Ly_CA14_ion_torrent_NODE_116_length_6360_cov_582.684219_weight
14102,Ly_CA14_ion_torrent_NODE_154_length_5237_cov_357.819568_weight,Human_gut_27_035_weight
14103,Ly_CA15_ion_torrent_NODE_91_length_5565_cov_310.910163_weight,Ly_CA15_ion_torrent_NODE_91_length_5565_cov_310.910163_weight
14104,Ly_CA23_ion_torrent_NODE_116_length_6574_cov_14.752263_weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
14105,Ly_CA23_ion_torrent_NODE_118_length_6541_cov_782.867869_weight,Ly_CA23_ion_torrent_NODE_118_length_6541_cov_782.867869_weight
14106,Ly_CA23_ion_torrent_NODE_121_length_6492_cov_289.832065_weight,0_QRNO01000065_Prevotella_stercorea_weight
14107,Ly_CA23_ion_torrent_NODE_159_length_5413_cov_1616.853863_weight,0_weird_MG945383_-weight
14108,Ly_CA23_ion_torrent_NODE_174_length_5167_cov_127.052817_weight,Ly_CA23_ion_torrent_NODE_174_length_5167_cov_127.052817_weight
14109,Ly_CA24_ion_torrent_NODE_123_length_5119_cov_267.836493_weight,Ly_CA24_ion_torrent_NODE_123_length_5119_cov_267.836493_weight
14110,Ly_CA28_ion_torrent_NODE_193_length_4683_cov_10.831245_weight,Ly_CA28_ion_torrent_NODE_193_length_4683_cov_10.831245_weight
14111,Ly_CA39_ion_torrent_NODE_42_length_6356_cov_388.105856_weight,Ly_CA39_ion_torrent_NODE_42_length_6356_cov_388.105856_weight
14112,Ly_CA39_ion_torrent_NODE_48_length_6013_cov_1760.047331_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
14113,Ly_CA47_ion_torrent_NODE_26_length_6484_cov_104.922850_weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
14114,Ly_CA47_ion_torrent_NODE_29_length_6459_cov_119.229388_weight,Ly_CA47_ion_torrent_NODE_29_length_6459_cov_119.229388_weight
14115,Ly_CA48_ion_torrent_NODE_47_length_6279_cov_32.246626_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
14116,Ly_CA5_ion_torrent_NODE_71_length_6184_cov_74.909447_weight,Human_feces_C_043_weight
14117,Ly_CA6_ion_torrent_NODE_120_length_6563_cov_31.361555_weight,Ly_CA6_ion_torrent_NODE_120_length_6563_cov_31.361555_weight
14118,Ly_CA6_ion_torrent_NODE_170_length_5418_cov_26.532911_weight,Ly_CA6_ion_torrent_NODE_170_length_5418_cov_26.532911_weight
14119,Ly_CA6_ion_torrent_NODE_178_length_5267_cov_203.007675_weight,Ly_CA6_ion_torrent_NODE_178_length_5267_cov_203.007675_weight
14120,Ly_CA81_ion_torrent_NODE_71_length_5276_cov_158.418885_weight,Human_gut_27_035_weight
14121,Ly_CA85_ion_torrent_NODE_113_length_6490_cov_8.693706_weight,0_ADEG01000016_Prevotella_buccalis_ATCC_35310_weight
14122,Ly_CA87_ion_torrent_NODE_56_length_6608_cov_117.525713_weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
14123,Ly_CA87_ion_torrent_NODE_71_length_5331_cov_41.377748_weight,0_FMGL01000009_Flavonifractor_weight
14124,Ly_CA87_ion_torrent_NODE_72_length_5099_cov_2901.111420_weight,Ly_CA87_ion_torrent_NODE_72_length_5099_cov_2901.111420_weight
14125,Ly_CA90_ion_torrent_NODE_29_length_5708_cov_121.134265_weight,0_QAKY01000019_Lactobacillus_fermentum_weight
14126,Ly_CA90_ion_torrent_NODE_31_length_5597_cov_57.627030_weight,0_weird_MG945383_-weight
14127,Ly_CA90_ion_torrent_NODE_32_length_5402_cov_482.692725_weight,KT264754_-weight
14128,MG025518,MG025518
14129,MG025518_-weight,MG025518_-weight
14130,MG214764,0_Amyovirinae_JX904102_1
14131,MG214764_-weight,0_Amyovirinae_JX904102_1
14132,MG563770,0_Bullavirinae_NC_001420
14133,MG563770_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
14134,MG641179,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14135,MG641179_-weight,Chehoud_patient_2_NODE_105_length_5453_cov_7.817155_weight
14136,MG641180,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14137,MG641180_-weight,Chehoud_patient_2_NODE_105_length_5453_cov_7.817155_weight
14138,MG641181,MG641181
14139,MG641181_-weight,MG641181_-weight
14140,MG641182,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14141,MG641182_-weight,MG641182_-weight
14142,MG641183,MG641183
14143,MG641183_-weight,MG641183_-weight
14144,MG641184,MG641184
14145,MG641184_-weight,MG641184_-weight
14146,MG641186,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14147,MG641186_-weight,MG641186_-weight
14148,MG641187,MG641187
14149,MG641187_-weight,MG641187_-weight
14150,MG641188,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
14151,MG641188_-weight,Human_feces_B_007_weight
14152,MG883709,0_weird_MH617129
14153,MG883709_-weight,MG883709_-weight
14154,MG883710,0_Shukshmavirinae_NC_026013
14155,MG883710_-weight,MG883710_-weight
14156,MG883711,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14157,MG883711_-weight,MG883711_-weight
14158,MG883712,MG883712
14159,MG883712_-weight,MG883712
14160,MG883713,MG883713
14161,MG883713_-weight,MG883713_-weight
14162,MG883714,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14163,MG883714_-weight,Human_gut_21_019_weight
14164,MG883715,MG883715
14165,MG883715_-weight,MG883715
14166,MG883716,MG883716
14167,MG883716_-weight,MG883716_-weight
14168,MG883717,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14169,MG883717_-weight,MG883717_-weight
14170,MG883718,KT264775
14171,MG883718_-weight,MG883718_-weight
14172,MG883719,0_weird_MG945819
14173,MG883719_-weight,MG883719_-weight
14174,MG883720,0_Shukshmavirinae_NC_026013
14175,MG883720_-weight,MG883720_-weight
14176,MG883721,MG883721
14177,MG883721_-weight,MG883721_-weight
14178,MG883722,MG883722
14179,MG883722_-weight,MG883722_-weight
14180,MG883723,0_DRRF01000562_Methylophaga_sp._fragment_weight
14181,MG883723_-weight,MG883723_-weight
14182,MG883724,0_weird_MG945155
14183,MG883724_-weight,MG883724_-weight
14184,MG883725,MG883715
14185,MG883725_-weight,MG883715
14186,MG883726,0_DRRF01000562_Methylophaga_sp._fragment_weight
14187,MG883726_-weight,MG883726_-weight
14188,MG883727,MG883727
14189,MG883727_-weight,MG883727_-weight
14190,MG883728,0_Alpavirinae_MH572525
14191,MG883728_-weight,MG883728_-weight
14192,MG945128,0_weird_MG945159
14193,MG945128_-weight,0_weird_MG945159_-weight
14194,MG945129,MG945129
14195,MG945129_-weight,MG945129_-weight
14196,MG945130,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
14197,MG945130_-weight,Human_feces_B_007_weight
14198,MG945130_weight,MG945130_weight
14199,MG945132,MG945132
14200,MG945132_-weight,MG945132_-weight
14201,MG945133,0_weird_MG945155
14202,MG945133_-weight,MG945133_-weight
14203,MG945134,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14204,MG945134_-weight,MG883711_-weight
14205,MG945135,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14206,MG945135_-weight,KT264798_-weight
14207,MG945136,0_DRRF01000562_Methylophaga_sp._fragment_weight
14208,MG945136_-weight,KT264798_-weight
14209,MG945137,MG945137
14210,MG945137_-weight,MG945137_-weight
14211,MG945138,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14212,MG945138_-weight,MG945138_-weight
14213,MG945139,MG945139
14214,MG945139_-weight,MG945139_-weight
14215,MG945140,0_weird_MG945149
14216,MG945140_-weight,MG945140_-weight
14217,MG945141,Human_gut_30_017_weight
14218,MG945141_-weight,Human_gut_30_017_weight
14219,MG945142,KT264803
14220,MG945142_-weight,0_weird_MG945809_-weight
14221,MG945143,MG945143
14222,MG945143_-weight,MG945143
14223,MG945144,MG945144
14224,MG945144_-weight,MG945144_-weight
14225,MG945145,0_DRRF01000562_Methylophaga_sp._fragment_weight
14226,MG945145_-weight,MG945145_-weight
14227,MG945146,MG945146
14228,MG945146_-weight,MG945146_-weight
14229,MG945147,Lim_Twin_C1_NODE_331_length_5610_cov_181.397775_weight
14230,MG945147_-weight,Lim_Twin_C1_NODE_331_length_5610_cov_181.397775_weight
14231,MG945148,MG945148
14232,MG945148_-weight,MG945148
14233,MG945150,MG945150
14234,MG945150_-weight,MG945150_-weight
14235,MG945151,Human_gut_30_017_weight
14236,MG945151_-weight,Human_gut_30_017_weight
14237,MG945152,MG945152
14238,MG945152_-weight,MG945152_-weight
14239,MG945153,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14240,MG945153_-weight,MG945153_-weight
14241,MG945154,MG945154
14242,MG945154_-weight,KX513866
14243,MG945156,MG945156
14244,MG945156_-weight,MG945156_-weight
14245,MG945157,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14246,MG945157_-weight,KT264798_-weight
14247,MG945158,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14248,MG945158_-weight,MG945158_-weight
14249,MG945160,0_Shukshmavirinae_NC_026013
14250,MG945160_-weight,MG945160_-weight
14251,MG945161,MG945161
14252,MG945161_-weight,MG945161_-weight
14253,MG945162,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14254,MG945162_-weight,0_weird_MG945383_-weight
14255,MG945163,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14256,MG945163_-weight,MG945163_-weight
14257,MG945164,MG945164
14258,MG945164_-weight,MG945164_-weight
14259,MG945165,MG945165
14260,MG945165_-weight,MG945165
14261,MG945166,MG945166
14262,MG945166_-weight,MG945166_-weight
14263,MG945167,0_weird_MH617129
14264,MG945167_-weight,MG945167_-weight
14265,MG945168,MG945168
14266,MG945168_-weight,MG945168_-weight
14267,MG945169,MG945169
14268,MG945169_-weight,Ly_CA39_ion_torrent_NODE_42_length_6356_cov_388.105856_weight
14269,MG945170,Human_gut_30_017_weight
14270,MG945170_-weight,Human_gut_30_017_weight
14271,MG945171,MG945171
14272,MG945171_-weight,MG945171_-weight
14273,MG945172,MG945172
14274,MG945172_-weight,MG945172_-weight
14275,MG945173,MG945173
14276,MG945173_-weight,MG945173_-weight
14277,MG945174,MG641181
14278,MG945174_-weight,MG641181
14279,MG945175,MG945175
14280,MG945175_-weight,MG945175_-weight
14281,MG945176,MG945176
14282,MG945176_-weight,MG945176_-weight
14283,MG945177,MG945177
14284,MG945177_-weight,MG945177_-weight
14285,MG945178,MG945178
14286,MG945178_-weight,MG945178_-weight
14287,MG945179,KT264823
14288,MG945179_-weight,KT264823_-weight
14289,MG945180,MG945180
14290,MG945180_-weight,MG945180_-weight
14291,MG945181,0_weird_MH593837_-weight
14292,MG945181_-weight,MG945181_-weight
14293,MG945182,MG945182
14294,MG945182_-weight,MG945182_-weight
14295,MG945183,MG945183
14296,MG945183_-weight,MG945183_-weight
14297,MG945184,MG945184
14298,MG945184_-weight,MG945184_-weight
14299,MG945185,0_Shukshmavirinae_NC_026013
14300,MG945185_-weight,MG945160_-weight
14301,MG945186,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14302,MG945186_-weight,KT264785
14303,MG945187,0_weird_MG945149
14304,MG945187_-weight,0_weird_MG945353_-weight
14305,MG945188,0_weird_MG945159
14306,MG945188_-weight,0_weird_MG945159_-weight
14307,MG945189,MG945184
14308,MG945189_-weight,MG945189_-weight
14309,MG945190,KT264756
14310,MG945190_-weight,KT264756_-weight
14311,MG945191,0_Shukshmavirinae_NC_026013
14312,MG945191_-weight,MG945191_-weight
14313,MG945192,MG883721
14314,MG945192_-weight,MG945183_-weight
14315,MG945193,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14316,MG945193_-weight,MG945193_-weight
14317,MG945194,0_weird_MH617129
14318,MG945194_-weight,MG945194_-weight
14319,MG945195,KT264834
14320,MG945195_-weight,KT264834_-weight
14321,MG945196,MG945196
14322,MG945196_-weight,MG945196
14323,MG945197,MG945184
14324,MG945197_-weight,MG945197_-weight
14325,MG945198,MG945198
14326,MG945198_-weight,MG945198_-weight
14327,MG945199,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14328,MG945199_-weight,KT264798_-weight
14329,MG945200,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14330,MG945200_-weight,MG945200_-weight
14331,MG945201,0_weird_MG945159
14332,MG945201_-weight,0_weird_MG945159_-weight
14333,MG945202,MG945202
14334,MG945202_-weight,MG945202_-weight
14335,MG945203,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14336,MG945203_-weight,MG945203_-weight
14337,MG945204,MG945204
14338,MG945204_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
14339,MG945205,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14340,MG945205_-weight,MG945205_-weight
14341,MG945206,MG945206
14342,MG945206_-weight,KX259460_-weight
14343,MG945207,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14344,MG945207_-weight,MG945203_-weight
14345,MG945208,MG945166
14346,MG945208_-weight,MG945166
14347,MG945209,MG883727
14348,MG945209_-weight,MG883727_-weight
14349,MG945210,0_Shukshmavirinae_NC_026013
14350,MG945210_-weight,MG945210_-weight
14351,MG945211,0_weird_MG945232_-weight
14352,MG945211_-weight,0_weird_MG945232
14353,MG945212,MG945175
14354,MG945212_-weight,MG945175_-weight
14355,MG945213,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14356,MG945213_-weight,MG945213_-weight
14357,MG945214,MG945184
14358,MG945214_-weight,MG945214_-weight
14359,MG945215,MG883715
14360,MG945215_-weight,MG883715
14361,MG945216,MG945216
14362,MG945216_-weight,MG945216_-weight
14363,MG945217,MG945217
14364,MG945217_-weight,0_weird_MG945819
14365,MG945218,MG945218
14366,MG945218_-weight,MG945218_-weight
14367,MG945219,0_weird_MG945383_-weight
14368,MG945219_-weight,MG945219_-weight
14369,MG945220,MG945220
14370,MG945220_-weight,MG945220_-weight
14371,MG945221,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14372,MG945221_-weight,MG945221_-weight
14373,MG945222,KT264834
14374,MG945222_-weight,KT264834_-weight
14375,MG945223,MG945223
14376,MG945223_-weight,MG945223_-weight
14377,MG945224,MG945224
14378,MG945224_-weight,MG945224_-weight
14379,MG945225,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14380,MG945225_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
14381,MG945227,MG945227
14382,MG945227_-weight,Chehoud_patient_2_NODE_105_length_5453_cov_7.817155_weight
14383,MG945228,0_weird_MG945816_-weight
14384,MG945228_-weight,0_weird_MG945816_-weight
14385,MG945229,0_weird_MG945159
14386,MG945229_-weight,0_weird_MG945159_-weight
14387,MG945230,MG945184
14388,MG945230_-weight,MG945230_-weight
14389,MG945231,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14390,MG945231_-weight,Human_feces_D_014_weight
14391,MG945233,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14392,MG945233_-weight,0_weird_MG945383_-weight
14393,MG945234,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
14394,MG945234_-weight,MG945234_-weight
14395,MG945235,MG945168
14396,MG945235_-weight,MG945168
14397,MG945236,0_weird_MG945155
14398,MG945236_-weight,MG945236_-weight
14399,MG945237,0_DRRF01000562_Methylophaga_sp._fragment_weight
14400,MG945237_-weight,MG945237_-weight
14401,MG945238,MG945238
14402,MG945238_-weight,MG945238_-weight
14403,MG945239,0_weird_MG945149
14404,MG945239_-weight,MG945239_-weight
14405,MG945240,Kramna_2837_NODE_11_length_5496_cov_359.516817_weight
14406,MG945240_-weight,Kramna_2837_NODE_11_length_5496_cov_359.516817_weight
14407,MG945241,0_weird_MG945149
14408,MG945241_-weight,MG945241_-weight
14409,MG945242,MG945242
14410,MG945242_-weight,MG945242_-weight
14411,MG945243,MG945243
14412,MG945243_-weight,MG945243_-weight
14413,MG945244,MG945244
14414,MG945244_-weight,MG945244_-weight
14415,MG945245,MG945175
14416,MG945245_-weight,MG945245_-weight
14417,MG945246,MG945182
14418,MG945246_-weight,MG945182_-weight
14419,MG945247,MG945247
14420,MG945247_-weight,MG945247_-weight
14421,MG945248,0_weird_MH617129
14422,MG945248_-weight,MG945248_-weight
14423,MG945249,MG945249
14424,MG945249_-weight,MG945249_-weight
14425,MG945250,0_weird_MG945149
14426,MG945250_-weight,MG945250_-weight
14427,MG945251,MG945251
14428,MG945251_-weight,MG945251_-weight
14429,MG945252,MG945252
14430,MG945252_-weight,MG945252_-weight
14431,MG945253,Human_feces_C_043_weight
14432,MG945253_-weight,MG945253_-weight
14433,MG945254,0_Bullavirinae_NC_001420
14434,MG945254_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
14435,MG945255,0_weird_MG945159
14436,MG945255_-weight,0_weird_MG945159_-weight
14437,MG945256,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
14438,MG945256_-weight,Human_feces_B_007_weight
14439,MG945256_weight,MG945256_weight
14440,MG945257,0_weird_MG945149
14441,MG945257_-weight,MG945140_-weight
14442,MG945258,MG945258
14443,MG945258_-weight,MG945258_-weight
14444,MG945258_weight,MG945258_weight
